Date,T_min,T_max,Precipitation,All sky,Clear sky
2004-01-01,-4.1,4.7,0.0,8.83,4.94
2004-01-01,-4.1,4.7,0.0,8.94,4.39
2004-01-01,-4.1,4.7,0.0,9.03,4.64
2004-01-01,-4.1,4.7,0.0,9.06,4.88
2004-01-01,-4.1,4.7,0.0,8.56,4.57
2004-01-01,-4.1,4.7,0.0,8.26,4.53
2004-01-01,-4.1,4.7,0.0,7.99,4.47
2004-01-01,-4.1,4.7,0.0,7.92,4.46
2004-01-01,-4.1,4.7,0.0,8.91,4.32
2004-01-01,-4.1,4.7,0.0,9.09,4.32
2004-01-01,-4.1,4.7,0.0,8.42,4.55
2004-01-01,-4.1,4.7,0.0,7.91,4.5
2004-01-01,-4.1,4.7,0.0,7.18,4.61
2004-01-01,-4.1,4.7,0.0,7.47,4.5
2004-01-01,-4.1,4.7,0.0,7.85,4.4
2004-01-01,-4.1,4.7,0.0,8.24,4.32
2004-01-01,-4.1,4.7,0.0,8.66,4.19
2004-01-01,-4.1,4.7,0.0,9.1,4.14
2004-01-01,-4.1,4.7,0.0,8.53,4.01
2004-01-01,-4.1,4.7,0.0,8.65,4.16
2004-01-01,-4.1,4.7,0.0,7.31,3.84
2004-01-01,-4.1,4.7,0.0,7.16,3.73
2004-01-01,-4.1,4.7,0.0,7.46,3.83
2004-01-01,-4.1,4.7,0.0,6.87,3.87
2004-01-01,-4.1,4.7,0.0,7.25,3.7
2004-01-01,-4.1,4.7,0.0,7.74,3.67
2004-01-01,-4.1,4.7,0.0,7.79,3.72
2004-01-01,-4.1,4.7,0.0,7.29,3.74
2004-01-01,-4.1,4.7,0.0,6.08,3.63
2004-01-01,-4.1,4.7,0.0,6.47,3.54
2004-01-01,-4.1,4.7,0.0,7.29,3.35
2004-01-01,-4.1,4.7,0.0,7.3,3.32
2004-01-01,-4.1,4.7,0.0,7.73,3.28
2004-01-01,-4.1,4.7,0.0,8.21,3.1
2004-01-01,-4.1,4.7,0.0,7.8,2.93
2004-01-01,-4.1,4.7,0.0,8.43,3.21
2004-01-01,-4.1,4.7,0.0,8.06,3.22
2004-01-01,-4.1,4.7,0.0,7.98,3.16
2004-01-01,-4.1,4.7,0.0,8.39,3.07
2004-01-01,-4.1,4.7,0.0,8.28,3.04
2004-01-01,-4.1,4.7,0.0,8.39,3.01
2004-01-01,-4.1,4.7,0.0,8.21,3.15
2004-01-01,-4.1,4.7,0.0,8.28,2.97
2004-01-01,-4.1,4.7,0.0,7.24,3.12
2004-01-01,-4.1,4.7,0.0,7.84,2.89
2004-01-01,-4.1,4.7,0.0,6.52,2.94
2004-01-01,-4.1,4.7,0.0,6.94,2.91
2004-01-01,-4.1,4.7,0.0,7.2,2.86
2004-01-01,-4.1,4.7,0.0,7.25,2.72
2004-01-01,-4.1,4.7,0.0,7.04,2.43
2004-01-01,-4.1,4.7,0.0,7.36,2.63
2004-01-01,-4.1,4.7,0.0,7.03,2.68
2004-01-01,-4.1,4.7,0.0,6.69,2.62
2004-01-01,-4.1,4.7,0.0,6.99,2.58
2004-01-01,-4.1,4.7,0.0,7.1,2.53
2004-01-01,-4.1,4.7,0.0,7.25,2.52
2004-01-01,-4.1,4.7,0.0,7.29,2.47
2004-01-01,-4.1,4.7,0.0,7.44,2.35
2004-01-01,-4.1,4.7,0.0,6.34,2.49
2004-01-01,-4.1,4.7,0.0,5.95,2.41
2004-01-01,-4.1,4.7,0.0,5.61,2.39
2004-01-01,-4.1,4.7,0.0,6.93,2.3
2004-01-01,-4.1,4.7,0.0,7.06,2.31
2004-01-01,-4.1,4.7,0.0,6.25,2.08
2004-01-01,-4.1,4.7,0.0,6.55,2.18
2004-01-01,-4.1,4.7,0.0,6.35,1.95
2004-01-01,-4.1,4.7,0.0,7.24,2.14
2004-01-01,-4.1,4.7,0.0,7.14,2.12
2004-01-01,-4.1,4.7,0.0,6.9,2.13
2004-01-01,-4.1,4.7,0.0,6.54,1.98
2004-01-01,-4.1,4.7,0.0,6.15,1.68
2004-01-01,-4.1,4.7,0.0,6.99,2.07
2004-01-01,-4.1,4.7,0.0,6.99,2.08
2004-01-01,-4.1,4.7,0.0,6.27,1.87
2004-01-01,-4.1,4.7,0.0,6.36,1.86
2004-01-01,-4.1,4.7,0.0,5.93,2.05
2004-01-01,-4.1,4.7,0.0,6.12,1.93
2004-01-01,-4.1,4.7,0.0,6.1,1.98
2004-01-01,-4.1,4.7,0.0,6.54,1.75
2004-01-01,-4.1,4.7,0.0,5.98,1.82
2004-01-01,-4.1,4.7,0.0,5.83,1.82
2004-01-01,-4.1,4.7,0.0,5.69,1.74
2004-01-01,-4.1,4.7,0.0,5.84,1.68
2004-01-01,-4.1,4.7,0.0,6.42,1.86
2004-01-01,-4.1,4.7,0.0,6.68,1.91
2004-01-01,-4.1,4.7,0.0,5.97,1.74
2004-01-01,-4.1,4.7,0.0,6.48,1.91
2004-01-01,-4.1,4.7,0.0,7.05,1.88
2004-01-01,-4.1,4.7,0.0,7.29,1.89
2004-01-01,-4.1,4.7,0.0,7.14,1.83
2004-01-01,-4.1,4.7,0.0,7.16,1.83
2004-01-01,-4.1,4.7,0.0,6.61,1.94
2004-01-01,-4.1,4.7,0.0,6.49,2.02
2004-01-01,-4.1,4.7,0.0,6.44,1.95
2004-01-01,-4.1,4.7,0.0,6.87,1.94
2004-01-01,-4.1,4.7,0.0,6.93,1.92
2004-01-01,-4.1,4.7,0.0,6.29,2.01
2004-01-01,-4.1,4.7,0.0,6.28,2.14
2004-01-01,-4.1,4.7,0.0,6.45,2.06
2004-01-01,-4.1,4.7,0.0,6.95,1.91
2004-01-01,-4.1,4.7,0.0,6.76,1.96
2004-01-01,-4.1,4.7,0.0,6.53,1.94
